COD;CAUSA
C111;Parede posterior da nasofaringe
C112;Parede lateral da nasofaringe
C113;Parede anterior da nasofaringe
C118;Lesao invasiva da nasofaringe
C119;Nasofaringe NE
C12;Neopl malig do seio piriforme
C130;Regiao pos-cricoidea
C131;Prega ariepiglotica face hipofaringea
C132;Parede posterior da hipofaringe
C138;Lesao invasiva da hipofaringe
C139;Hipofaringe NE
C140;Faringe NE
C142;Anel de Waldeyer
C148;Lesao invasiva labio cavidade oral e faringe
C150;Porcao cervical do esofago
C151;Porcao toracica do esofago
C152;Porcao abdominal do esofago
C153;Terco super do esofago
C154;Terco medio do esofago
C155;Terco infer do esofago
C158;Lesao invasiva do esofago
C159;Esofago NE
C160;Cardia
C161;Fundo do estomago
C162;Corpo do estomago
C163;Antro pilorico
C164;Piloro
C165;Pequena curvatura do estomago NE
C166;Grande curvatura do estomago NE
C168;Lesao invasiva do estomago
C169;Estomago NE
C170;Duodeno
C171;Jejuno
C172;Ileo
C173;Diverticulo de Meckel
C178;Lesao invasiva do intestino delgado
C179;Intestino delgado NE
C180;Ceco
C181;Apendice
C182;Colon ascendente
C183;Flexura hepatica
C184;Colon transverso
C185;Flexura esplenica
C186;Colon descendente
C187;Colon sigmoide
C188;Lesao invasiva do colon
C189;Colon NE
C19;Neopl malig da juncao retossigmoide
C20;Neopl malig do reto
C210;Anus NE
C211;Canal anal
C212;Zona cloacogenica
C218;Lesao invasiva do reto anus e do canal anal
C220;Carcinoma de celulas hepaticas
C221;Carcinoma de vias biliares intra-hepaticas
C222;Hepatoblastoma
C223;Angiossarcoma do figado
C224;Outr sarcomas do figado
C227;Outr carcinomas espec do figado
C229;Neopl malig do figado NE
C23;Neopl malig da vesicula biliar
C240;Vias biliares extra-hepaticas
C241;Ampola de Vater
C248;Lesao invasiva das vias biliares
C249;Via biliar NE
C250;Cabeca do pancreas
C251;Corpo do pancreas
C252;Cauda do pancreas
C253;Canal pancreatico
C254;Pancreas endocrino
C257;Neopl malig de outr partes do pancreas
C258;Lesao invasiva do pancreas
C259;Pancreas NE
C260;Trato intestinal parte NE
C261;Baco
C268;Lesao invasiva do aparelho digestivo
C269;Localiz mal def dentro aparelho digestivo
C300;Cavidade nasal
C301;Ouvido medio
C310;Seio maxilar
C311;Seio etmoidal
C312;Seio frontal
C313;Seio esfenoidal
C318;Lesao invasiva dos seios da face
C319;Seio da face NE
C320;Glote
C321;Regiao supraglotica
C322;Regiao subglotica
C323;Cartilagens da laringe
C328;Lesao invasiva da laringe
C329;Laringe NE
C33;Neopl malig da traqueia
C340;Bronquio principal
C341;Lobo super bronquio ou pulmao
C342;Lobo medio bronquio ou pulmao
C343;Lobo infer bronquio ou pulmao
C348;Lesao invasiva dos bronquios e dos pulmoes
C349;Bronquios ou pulmoes NE
C37;Neopl malig do timo
C380;Coracao
C381;Mediastino anterior
C382;Mediastino posterior
C383;Mediastino porcao NE
C384;Pleura
C388;Lesao invasiva coracao mediastino e pleura
C390;Trato respirat super porcao NE
C398;Lesao invasiva ap respirat org intratoracic
C399;Localiz mal definidas do aparelho respirat
C400;Omoplata e ossos longos dos membros super
C401;Ossos curtos dos membros super
C402;Ossos longos dos membros infer
C403;Ossos curtos dos membros infer
C408;Lesao invasiva ossos/cartilag artic membros
C409;Ossos e cartilagens articulares de membro NE
C410;Ossos do cranio e da face
C411;Mandibula
C412;Coluna vertebral
C413;Costelas esterno e clavicula
C414;Ossos da pelve sacro e coccix
C418;Lesao invasiva ossos e cartilag articulares
C419;Ossos e cartilagens articulares NE
C430;Melanoma malig do labio
C431;Melanoma malig palpebra incl comiss palpebr
C432;Melanoma malig orelha conduto auditiv extern
C433;Melanoma malig outr partes e NE da face
C434;Melanoma malig couro cabeludo e do pescoco
C435;Melanoma maligno do tronco
C436;Melanoma maligno do membro super incl ombro
C437;Melanoma maligno membro infer incl quadril
C438;Melanoma maligno invasivo da pele
C439;Melanoma maligno de pele NE
C440;Pele do labio
C441;Pele da palpebra incl o canto
C442;Pele da orelha e do conduto auditivo externo
C443;Pele de outr partes e de partes NE da face
C444;Pele do couro cabeludo e do pescoco
C445;Pele do tronco
C446;Pele do membro super incl ombro
C447;Pele do membro infer incl quadril
C448;Lesao invasiva da pele
C449;Neopl malig da pele NE
C450;Mesotelioma da pleura
C451;Mesotelioma do peritonio
C452;Mesotelioma do pericardio
C457;Mesotelioma de outr localiz
C459;Mesotelioma NE
C460;Sarcoma de Kaposi da pele
C461;Sarcoma de Kaposi de tec moles
C462;Sarcoma de Kaposi do palato
C463;Sarcoma de Kaposi dos ganglios linfaticos
C467;Sarcoma de Kaposi de outr localiz
C468;Sarcoma de Kaposi de mult orgaos
C469;Sarcoma de Kaposi NE
C470;Nervos perifericos da cabeca face e pescoco
C471;Nervos perifericos membros super incl ombro
C472;Nervos periferic membros infer incl quadril
C473;Nervos perifericos do torax
C474;Nervos perifericos do abdome
C475;Nervos perifericos da pelve
C476;Nervos perifericos do tronco
C478;Lesao invasiva nervos perif e sist nerv auto
C479;Nervos perifericos e sist nerv autonomo NE
C480;Retroperitonio
C481;Partes espec do peritonio
C482;Peritonio
C488;Lesao invasiva tec moles retro- e peritonio
C490;Tec conjuntivo e moles cabeca face e pescoco
C491;Tec conjuntivo e moles membr sup incl ombro
C492;Tec conjuntivo e moles membr inf incl quadr
C493;Tec conjuntivo e tec moles do torax
C494;Tec conjuntivo e tec moles do abdome
C495;Tec conjuntivo e tec moles da pelve
C496;Tec conjuntivo e tec moles do tronco
C498;Lesao invasiva tec conjuntivo e tec moles
C499;Neopl malig tec conjuntivo e tec moles NE
C500;Mamilo e areola
C501;Porcao central da mama
C502;Quadrante super interno da mama
C503;Quadrante infer interno da mama
C504;Quadrante super externo da mama
C505;Quadrante infer externo da mama
C506;Porcao axilar da mama
C508;Lesao invasiva da mama
C509;Mama NE
C510;Grandes labios
C511;Pequenos labios
C512;Clitoris
C518;Lesao invasiva da vulva
C519;Vulva NE
C52;Neopl malig da vagina
C530;Endocervix
C531;Exocervix
C538;Lesao invasiva do colo do utero
C539;Colo do utero NE
C540;Istmo do utero
C541;Endometrio
C542;Miometrio
C543;Fundo do utero
C548;Lesao invasiva do corpo do utero
C549;Corpo do utero NE
C55;Neopl malig do utero porcao NE
C56;Neopl malig do ovario
C570;Trompa de Falopio
C571;Ligamento largo
C572;Ligamento redondo
C573;Parametrio
C574;Anexos uterinos
C577;Outr partes espec orgaos genitais femin
C578;Lesao invasiva dos orgaos genitais femin
C579;Orgao genital femin NE
C58;Neopl malig da placenta
C600;Prepucio
C601;Glande
C602;Corpo do penis
C608;Lesao invasiva do penis
C609;Penis NE
C61;Neopl malig da prostata
C620;Testiculo criptorquidico
C621;Testiculo topico
C629;Testiculo SOE
C630;Epididimo
C631;Cordao espermatico
C632;Escroto
C637;Outr orgaos genitais masc espec
C638;Lesao invasiva orgaos genitais masc
C639;Orgao genital masc NE
C64;Neopl malig do rim exceto pelve renal
C65;Neopl malig da pelve renal
C66;Neopl malig dos ureteres
C670;Trigono da bexiga
C671;Cupula da bexiga
C672;Parede lateral da bexiga
C673;Parede anterior da bexiga
C674;Parede posterior da bexiga
C675;Colo da bexiga
C676;Orificio ureterico
C677;Uraco
C678;Lesao invasiva da bexiga
C679;Bexiga SOE
C680;Uretra
C681;Gland parauretral
C688;Lesao invasiva dos orgaos urinarios
C689;Orgao urinario NE
C690;Conjuntiva
C691;Cornea
C692;Retina
C693;Coroide
C694;Corpo ciliar
C695;Gland e canal lacrimal
C696;Orbita
C698;Lesao invasiva do olho e anexos
C699;Olho NE
C700;Meninges cerebrais
C701;Meninges espinhais
C709;Meninge NE
C710;Cerebro exceto lobos e ventriculos
C711;Lobo frontal
C712;Lobo temporal
C713;Lobo parietal
C714;Lobo occipital
C715;Ventriculo cerebral
C716;Cerebelo
C717;Tronco cerebral
C718;Lesao invasiva do encefalo
C719;Encefalo NE
C720;Medula espinhal
C721;Cauda equina
C722;Nervo olfativo
C723;Nervo optico
C724;Nervo acustico
C725;Outr nervos cranianos e os NE
C728;Lesao invasiva encef out part sist nerv cent
C729;Sist nervoso central NE
C73;Neopl malig da gland tireoide
C740;Cortex da supra-renal
C741;Medula da supra-renal
C749;Gland supra-renal NE
C750;Gland paratireoide
C751;Gland hipofise
C752;Conduto craniofaringeo
C753;Gland pineal
C754;Corpo carotideo
C755;Corpo aortico e outr paraganglios
C758;Compr pluriglandular SOE
C759;Gland endocrina NE
C760;Cabeca face e pescoco
C761;Torax
C762;Abdome
C763;Pelve
C764;Membro super
C765;Membro infer
C767;Outr localiz mal definidas
C768;Lesao invasiva outr localiz e mal definidas
C770;Ganglios linfaticos da cabeca face e pescoco
C771;Ganglios linfaticos intratoracicos
C772;Ganglios linfaticos intra-abdominais
C773;Ganglios linfaticos axilares e membros super
C774;Ganglios linfaticos inguinais e membr infer
C775;Ganglios linfaticos intrapelvicos
C778;Ganglios linfaticos de mult regioes
C779;Ganglio linfatico NE
C780;Neopl malig secund dos pulmoes
C781;Neopl malig secund do mediastino
C782;Neopl malig secund da pleura
C783;Neopl malig secund outr orgaos respirat e NE
C784;Neopl malig secund do intestino delgado
C785;Neopl malig secund intestino grosso e reto
C786;Neopl malig secund retro- e peritonio
C787;Neopl malig secund do figado
C788;Neopl malig secund outr org digestivos e NE
C790;Neopl malig secund do rim e da pelve renal
C791;Neopl malig secund bexiga outr org urin e NE
C792;Neopl malig secund da pele
C793;Neopl malig secund encefalo e mening cerebr
C794;Neopl malig secund outr part sist nerv e NE
C795;Neopl malig secund ossos e medula ossea
C796;Neopl malig secund do ovario
C797;Neopl malig secund das gland supra-renais
C798;Neopl malig secund de outr localiz espec
C80;Neopl malig s/especificacao de localiz
C810;Predom linfocitica
C811;Esclerose nodular
C812;Celularidade mista
C813;Deplecao linfocitica
C817;Outr form da doenc de Hodgkin
C819;Doenc de Hodgkin NE
C820;Pequenas celulas clivadas folicular
C821;Misto peq/grandes celulas clivadas folicular
C822;Grandes celulas folicular
C827;Outr tipos de linfoma nao-Hodgkin folicular
C829;Linfoma nao-Hodgkin folicular NE
C830;Pequenas celulas
C831;Pequenas celulas clivadas
C832;Misto de pequenas e grandes celulas
C833;Grandes celulas
C834;Imunoblastico
C835;Linfoblastico
C836;Indiferenciado
C837;Tumor de Burkitt
C838;Outr tipos de linfoma nao-Hodgkin difuso
C839;Linfoma nao-Hodgkin difuso NE
C840;Micose fungoide
C841;Doenc de Sezary
C842;Linfoma da zona T
C843;Linfoma linfoepitelioide
C844;Linfoma de celulas T periferico
C845;Outr linfomas de celulas T e os NE
C850;Linfossarcoma
C851;Linfoma de celulas B NE
C857;Outr tipos espec de linfoma nao-Hodgkin
C859;Linfoma nao-Hodgkin de tipo NE
C880;Macroglobulinemia de Waldenstrom
C881;Doenc de cadeia pesada alfa
C882;Doenc de cadeia pesada gama
C883;Doenc imunoproliferativa intestino delgado
C887;Outr doenc imunoproliferativas malignas
C889;Doenc imunoproliferativa maligna NE
C900;Mieloma mult
C901;Leucemia plasmocitaria
C902;Plasmocitoma extramedular
C910;Leucemia linfoblastica aguda
C911;Leucemia linfocitica cronica
C912;Leucemia linfocitica subaguda
C913;Leucemia pro-linfocitica
C914;Leucemia de celulas pilosas
C915;Leucemia de celulas T do adulto
C917;Outr leucemias linfoides
C919;Leucemia linfoide NE
C920;Leucemia mieloide aguda
C921;Leucemia mieloide cronica
C922;Leucemia mieloide subaguda
C923;Sarcoma mieloide
C924;Leucemia pro-mielocitica aguda
C925;Leucemia mielomonocitica aguda
C927;Outr leucemias mieloides
C929;Leucemia mieloide NE
C930;Leucemia monocitica aguda
C931;Leucemia monocitica cronica
C932;Leucemia monocitica subaguda
C937;Outr leucemias monociticas
C939;Leucemia monocitica NE
C940;Eritremia e eritroleucemia agudas
C941;Eritremia cronica
C942;Leucemia megacarioblastica aguda
C943;Leucemia de mastocitos
C944;Panmielose aguda
C945;Mielofibrose aguda
C947;Outr leucemias espec
C950;Leucemia aguda de tipo celular NE
C951;Leucemia cronica de tipo celular NE
C952;Leucemia subaguda de tipo celular NE
C957;Outr leucemias de tipo celular NE
C959;Leucemia NE
C960;Doenc de Letterer-Siwe
C961;Histiocitose maligna
C962;Tumor maligno de mastocitos
C963;Linfoma histiocitico verdadeiro
C967;Outr neop mal espec tec linf hematop e corr
C969;Neop mal tec linf hematop e corr NE
C97;Neopl malig de localiz mult independentes
D000;Labios cavidade oral e faringe
D001;Esofago
D002;Estomago
D010;Colon
D011;Juncao retossigmoide
D012;Reto
D013;Anus e canal anal
D014;Outr partes do intestino e as NE
D015;Figado vesicula biliar e vias biliares
D017;Outr orgaos espec do aparelho digestivo
D019;Orgaos digestivos NE
D020;Laringe
D021;Traqueia
D022;Bronquios e pulmoes
D023;Outr partes do aparelho respirat
D029;Aparelho respirat NE
D030;Melanoma in situ do labio
D031;Melanoma in situ da palpebra incl o canto
D032;Melanoma in situ orelha e conduto audit ext
D033;Melanoma in situ outr partes e NE da face
D034;Melanoma in situ couro cabeludo e pescoco
D035;Melanoma in situ do tronco
D036;Melanoma in situ membros super incl ombro
D037;Melanoma in situ membros infer incl quadril
D038;Melanoma in situ de outr localiz
D039;Melanoma in situ NE
D040;Pele do labio
D041;Pele da palpebra incl o canto
D042;Pele da orelha e do conduto auditivo externo
D043;Pele de outr partes e de partes NE da face
D044;Pele do couro cabeludo e do pescoco
D045;Pele do tronco
D046;Pele dos membros super incl ombro
D047;Pele dos membros infer incl quadril
D048;Pele de outr localiz
D049;Pele NE
D050;Carcinoma lobular in situ
D051;Carcinoma intraductal in situ
D057;Outr carcinomas in situ
D059;Carcinoma in situ da mama NE
D060;Endocervix
D061;Exocervix
D067;Outr partes do colo do utero
D069;Colo do utero NE
D070;Endometrio
D071;Vulva
D072;Vagina
D073;Outr orgaos genitais femin e os NE
D074;Penis
D075;Prostata
D076;Outr orgaos genitais masc e os NE
D090;Bexiga
D091;Outr orgaos urinarios e os NE
D092;Olho
D093;Tireoide e de outr gland endocrinas
D097;Carcinoma in situ de outr localiz espec
D099;Carcinoma in situ NE
D100;Labios
D101;Lingua
D102;Assoalho da boca
D103;Outr partes da boca e as NE
D104;Amigdala
D105;Outr partes da orofaringe
D106;Nasofaringe
D107;Hipofaringe
D109;Faringe NE
D110;Gland parotida
D117;Outr gland salivares maiores
D119;Gland salivar maior NE
D120;Ceco
D121;Apendice
D122;Colon ascendente
D123;Colon transverso
D124;Colon descendente
D125;Colon sigmoide
D126;Colon NE
D127;Juncao retossigmoide
D128;Reto
D129;Canal anal e anus
D130;Esofago
D131;Estomago
D132;Duodeno
D133;Outr partes e partes NE do intestino delgado
D134;Figado
D135;Vias biliares extra-hepaticas
D136;Pancreas
D137;Pancreas endocrino
D139;Localiz mal definidas do aparelho digestivo
D140;Ouvido medio cav nasal e seios paranasais
D141;Laringe
D142;Traqueia
D143;Bronquios e pulmao
D144;Aparelho respirat NE
D150;Timo
D151;Coracao
D152;Mediastino
D157;Outr orgaos intratoracicos espec
D159;Orgao intratoracico NE
D160;Omoplata e ossos longos dos membros super
D161;Ossos curtos dos membros super
D162;Ossos longos dos membros infer
D163;Ossos curtos dos membros infer
D164;Ossos do cranio e da face
D165;Osso da mandibula
D166;Coluna vertebral
D167;Costelas do esterno e da clavicula
D168;Ossos pelvicos sacro e coccix
D169;Osso e cartilagem articular NE
D170;Neop lipom ben pele tec subcut cab face pesc
D171;Neopl lipomatosa benig pele tec subcut tronc
D172;Neopl lipomatosa benig pele tec subcut membr
D173;Neopl lip benig pele tec subc outr loc e NE
D174;Neopl lipomatosa benig orgaos intratoracicos
D175;Neopl lipomatosa benig orgaos intra-abdomin
D176;Neopl lipomatosa benig do cordao espermatico
D177;Neoplasia lipomatosa benigna de outr localiz
D179;Neoplasia lipomatosa benigna de localiz NE
D180;Hemangioma de qualquer localiz
D181;Linfangioma de qualquer localiz
D190;Tec mesotelial da pleura
D191;Tec mesotelial do peritonio
D197;Tec mesotelial de outr localiz
D199;Tec mesotelial NE
D200;Retroperitonio
D201;Peritonio
D210;Tec conj e outr tec moles cabeca face e pesc
D211;Tec conj e out tec moles membr sup incl ombr
D212;Tec conj e out tec moles membr inf incl quad
D213;Tec conjuntivo e outr tec moles do torax
D214;Tec conjuntivo e outr tec moles do abdome
D215;Tec conjuntivo e outr tec moles da pelve
D216;Tec conjuntivo e outr tec moles do tronco NE
D219;Tec conjuntivo e outr tec moles s/outr espec
D220;Nevo melanocitico do labio
D221;Nevo melanocitico da palpebra incl o canto
D222;Nevo melanocitico orelha e cond auditivo ext
D223;Nevo melanocitico outr partes e NE da face
D224;Nevo melanocitico couro cabeludo e pescoco
D225;Nevo melanocitico do tronco
D226;Nevo melanocitico membros super incl ombro
D227;Nevo melanocitico membros infer incl quadril
D229;Nevo melanocitico NE
D230;Pele dos labios
D231;Pele da palpebra incl o canto
D232;Pele da orelha e do conduto auditivo externo
D233;Pele de outr partes e de partes NE da face
D234;Pele do couro cabeludo e do pescoco
D235;Pele do tronco
D236;Pele dos membros super incl o ombro
D237;Pele dos membros infer incl o quadril
D239;Pele NE
D24;Neopl benig da mama
D250;Leiomioma submucoso do utero
D251;Leiomioma intramural do utero
D252;Leiomioma subseroso do utero
D259;Leiomioma do utero NE
D260;Colo do utero
D261;Corpo do utero
D267;Outr partes do utero
D269;Utero NE
D27;Neopl benig do ovario
D280;Vulva
D281;Vagina
D282;Trompas e ligamentos uterinos
D287;Outr orgaos genitais femin espec
D289;Orgao genital femin NE
D290;Penis
D291;Prostata
D292;Testiculos
D293;Epididimo
D294;Escroto
D297;Outr orgaos genitais masc
D299;Orgao genital masc NE
D300;Rim
D301;Pelve renal
D302;Ureter
D303;Bexiga
D304;Uretra
D307;Outr orgaos urinarios
D309;Orgao urinario NE
D310;Conjuntiva
D311;Cornea
D312;Retina
D313;Coroide
D314;Corpo ciliar
D315;Gland e dos canais lacrimais
D316;Orbita NE
D319;Olho NE
D320;Meninges cerebrais
D321;Meninges espinhais
D329;Meninges NE
D330;Encefalo supratentorial
D331;Encefalo infratentorial
D332;Encefalo NE
D333;Nervos cranianos
D334;Medula espinhal
D337;Outr partes espec do sist nervoso central
D339;Sist nervoso central NE
D34;Neopl benig da gland tireoide
D350;Gland supra-renal
D351;Gland paratireoide
D352;Gland hipofise
D353;Conduto craniofaringeo
D354;Gland pineal
D355;Corpo carotideo
D356;Corpos aorticos e outr paraganglios
D357;Outr gland endocrinas espec
D358;Compr pluriglandular
D359;Gland endocrina NE
D360;Ganglios linfaticos
D361;Nervos perifericos e sist nervoso autonomo
